country,numeric_code,time_period,Proportion of schools with no hygiene service
Andorra,20,2000,0.0
Andorra,20,2001,0.0
Andorra,20,2002,0.0
Andorra,20,2003,0.0
Andorra,20,2004,0.0
Andorra,20,2005,0.0
Andorra,20,2006,0.0
Andorra,20,2007,0.0
Andorra,20,2008,0.0
Andorra,20,2009,0.0
Andorra,20,2010,0.0
Andorra,20,2011,0.0
Andorra,20,2012,0.0
Andorra,20,2013,0.0
Andorra,20,2014,0.0
Andorra,20,2015,0.0
Andorra,20,2016,0.0
Andorra,20,2017,0.0
Andorra,20,2018,0.0
Andorra,20,2019,0.0
Andorra,20,2020,0.0
Andorra,20,2021,0.0
Andorra,20,2022,0.0
Andorra,20,2023,0.0
Angola,24,2016,12.96905
Angola,24,2017,12.96905
Angola,24,2018,12.96905
Angola,24,2019,12.96905
Angola,24,2020,12.96905
Angola,24,2021,12.96905
Angola,24,2022,12.96905
Angola,24,2023,12.96905
Anguilla,660,2000,0.0
Anguilla,660,2001,0.0
Anguilla,660,2002,0.0
Anguilla,660,2003,0.0
Anguilla,660,2004,0.0
Anguilla,660,2005,0.0
Anguilla,660,2006,0.0
Anguilla,660,2007,0.0
Anguilla,660,2008,0.0
Anguilla,660,2009,0.0
Anguilla,660,2010,0.0
Anguilla,660,2011,0.0
Anguilla,660,2012,0.0
Anguilla,660,2013,0.0
Anguilla,660,2014,0.0
Anguilla,660,2015,0.0
Anguilla,660,2016,0.0
Anguilla,660,2017,0.0
Anguilla,660,2018,0.0
Anguilla,660,2019,0.0
Anguilla,660,2020,0.0
Anguilla,660,2021,0.0
Anguilla,660,2022,0.0
Anguilla,660,2023,0.0
Antigua and Barbuda,28,2000,0.0
Antigua and Barbuda,28,2001,0.0
Antigua and Barbuda,28,2002,0.0
Antigua and Barbuda,28,2003,0.0
Antigua and Barbuda,28,2004,0.0
Antigua and Barbuda,28,2005,0.0
Antigua and Barbuda,28,2006,0.0
Antigua and Barbuda,28,2007,0.0
Antigua and Barbuda,28,2008,0.0
Antigua and Barbuda,28,2009,0.0
Antigua and Barbuda,28,2010,0.0
Antigua and Barbuda,28,2011,0.0
Antigua and Barbuda,28,2012,0.0
Antigua and Barbuda,28,2013,0.0
Antigua and Barbuda,28,2014,0.0
Antigua and Barbuda,28,2015,0.0
Antigua and Barbuda,28,2016,0.0
Antigua and Barbuda,28,2017,0.0
Antigua and Barbuda,28,2018,0.0
Antigua and Barbuda,28,2019,0.0
Antigua and Barbuda,28,2020,0.0
Antigua and Barbuda,28,2021,0.0
Antigua and Barbuda,28,2022,0.0
Antigua and Barbuda,28,2023,0.0
Australia,36,2000,0.0
Australia,36,2001,0.0
Australia,36,2002,0.0
Australia,36,2003,0.0
Australia,36,2004,0.0
Australia,36,2005,0.0
Australia,36,2006,0.0
Australia,36,2007,0.0
Australia,36,2008,0.0
Australia,36,2009,0.0
Australia,36,2010,0.0
Australia,36,2011,0.0
Australia,36,2012,0.0
Australia,36,2013,0.0
Australia,36,2014,0.0
Australia,36,2015,0.0
Australia,36,2016,0.0
Australia,36,2017,0.0
Australia,36,2018,0.0
Australia,36,2019,0.0
Australia,36,2020,0.0
Australia,36,2021,0.0
Australia,36,2022,0.0
Australia,36,2023,0.0
Austria,40,2000,0.0
Austria,40,2001,0.0
Austria,40,2002,0.0
Austria,40,2003,0.0
Austria,40,2004,0.0
Austria,40,2005,0.0
Austria,40,2006,0.0
Austria,40,2007,0.0
Austria,40,2008,0.0
Austria,40,2009,0.0
Austria,40,2010,0.0
Austria,40,2011,0.0
Austria,40,2012,0.0
Austria,40,2013,0.0
Austria,40,2014,0.0
Austria,40,2015,0.0
Austria,40,2016,0.0
Austria,40,2017,0.0
Austria,40,2018,0.0
Austria,40,2019,0.0
Austria,40,2020,0.0
Austria,40,2021,0.0
Austria,40,2022,0.0
Austria,40,2023,0.0
Azerbaijan,31,2000,0.0
Azerbaijan,31,2001,0.0
Azerbaijan,31,2002,0.0
Azerbaijan,31,2003,0.0
Azerbaijan,31,2004,0.0
Azerbaijan,31,2005,0.0
Azerbaijan,31,2006,0.0
Azerbaijan,31,2007,0.0
Azerbaijan,31,2008,0.0
Azerbaijan,31,2009,0.0
Azerbaijan,31,2010,0.0
Azerbaijan,31,2011,0.0
Azerbaijan,31,2012,0.0
Azerbaijan,31,2013,0.0
Azerbaijan,31,2014,0.0
Azerbaijan,31,2015,0.0
Azerbaijan,31,2016,0.0
Azerbaijan,31,2017,0.0
Azerbaijan,31,2018,0.0
Azerbaijan,31,2019,0.0
Azerbaijan,31,2020,0.0
Azerbaijan,31,2021,0.0
Azerbaijan,31,2022,0.0
Azerbaijan,31,2023,0.0
Bahrain,48,2000,0.0
Bahrain,48,2001,0.0
Bahrain,48,2002,0.0
Bahrain,48,2003,0.0
Bahrain,48,2004,0.0
Bahrain,48,2005,0.0
Bahrain,48,2006,0.0
Bahrain,48,2007,0.0
Bahrain,48,2008,0.0
Bahrain,48,2009,0.0
Bahrain,48,2010,0.0
Bahrain,48,2011,0.0
Bahrain,48,2012,0.0
Bahrain,48,2013,0.0
Bahrain,48,2014,0.0
Bahrain,48,2015,0.0
Bahrain,48,2016,0.0
Bahrain,48,2017,0.0
Bahrain,48,2018,0.0
Bahrain,48,2019,0.0
Bahrain,48,2020,0.0
Bahrain,48,2021,0.0
Bahrain,48,2022,0.0
Bahrain,48,2023,0.0
Bangladesh,50,2008,18.31000000000000
Bangladesh,50,2009,18.31000000000000
Bangladesh,50,2010,18.31000000000000
Bangladesh,50,2011,18.31000000000000
Bangladesh,50,2012,18.31000000000000
Bangladesh,50,2013,16.6550000000002
Bangladesh,50,2014,15.0
Bangladesh,50,2015,13.34500000000030
Bangladesh,50,2016,11.69000000000010
Bangladesh,50,2017,10.03499999999990
Bangladesh,50,2018,8.38000000000011
Bangladesh,50,2019,6.724999999999910
Bangladesh,50,2020,5.070000000000170
Bangladesh,50,2021,5.070000000000170
Bangladesh,50,2022,5.070000000000170
Bangladesh,50,2023,5.070000000000170
Barbados,52,2000,0.0
Barbados,52,2001,0.0
Barbados,52,2002,0.0
Barbados,52,2003,0.0
Barbados,52,2004,0.0
Barbados,52,2005,0.0
Barbados,52,2006,0.0
Barbados,52,2007,0.0
Barbados,52,2008,0.0
Barbados,52,2009,0.0
Barbados,52,2010,0.0
Barbados,52,2011,0.0
Barbados,52,2012,0.0
Barbados,52,2013,0.0
Barbados,52,2014,0.0
Barbados,52,2015,0.0
Barbados,52,2016,0.0
Barbados,52,2017,0.0
Barbados,52,2018,0.0
Barbados,52,2019,0.0
Barbados,52,2020,0.0
Barbados,52,2021,0.0
Barbados,52,2022,0.0
Barbados,52,2023,0.0
Belarus,112,2000,0.0
Belarus,112,2001,0.0
Belarus,112,2002,0.0
Belarus,112,2003,0.0
Belarus,112,2004,0.0
Belarus,112,2005,0.0
Belarus,112,2006,0.0
Belarus,112,2007,0.0
Belarus,112,2008,0.0
Belarus,112,2009,0.0
Belarus,112,2010,0.0
Belarus,112,2011,0.0
Belarus,112,2012,0.0
Belarus,112,2013,0.0
Belarus,112,2014,0.0
Belarus,112,2015,0.0
Belarus,112,2016,0.0
Belarus,112,2017,0.0
Belarus,112,2018,0.0
Belarus,112,2019,0.0
Belarus,112,2020,0.0
Belarus,112,2021,0.0
Belarus,112,2022,0.0
Belarus,112,2023,0.0
Belgium,56,2000,0.0
Belgium,56,2001,0.0
Belgium,56,2002,0.0
Belgium,56,2003,0.0
Belgium,56,2004,0.0
Belgium,56,2005,0.0
Belgium,56,2006,0.0
Belgium,56,2007,0.0
Belgium,56,2008,0.0
Belgium,56,2009,0.0
Belgium,56,2010,0.0
Belgium,56,2011,0.0
Belgium,56,2012,0.0
Belgium,56,2013,0.0
Belgium,56,2014,0.0
Belgium,56,2015,0.0
Belgium,56,2016,0.0
Belgium,56,2017,0.0
Belgium,56,2018,0.0
Belgium,56,2019,0.0
Belgium,56,2020,0.0
Belgium,56,2021,0.0
Belgium,56,2022,0.0
Belgium,56,2023,0.0
Belize,84,2005,9.099999999999990
Belize,84,2006,9.099999999999990
Belize,84,2007,9.099999999999990
Belize,84,2008,9.099999999999990
Belize,84,2009,9.099999999999990
Belize,84,2010,9.099999999999990
Belize,84,2011,9.099999999999990
Belize,84,2012,9.099999999999990
Belize,84,2013,9.099999999999990
Bermuda,60,2000,0.0
Bermuda,60,2001,0.0
Bermuda,60,2002,0.0
Bermuda,60,2003,0.0
Bermuda,60,2004,0.0
Bermuda,60,2005,0.0
Bermuda,60,2006,0.0
Bermuda,60,2007,0.0
Bermuda,60,2008,0.0
Bermuda,60,2009,0.0
Bermuda,60,2010,0.0
Bermuda,60,2011,0.0
Bermuda,60,2012,0.0
Bermuda,60,2013,0.0
Bermuda,60,2014,0.0
Bermuda,60,2015,0.0
Bermuda,60,2016,0.0
Bermuda,60,2017,0.0
Bermuda,60,2018,0.0
Bermuda,60,2019,0.0
Bermuda,60,2020,0.0
Bermuda,60,2021,0.0
Bermuda,60,2022,0.0
Bermuda,60,2023,0.0
Bhutan,64,2009,5.590856405697200
Bhutan,64,2010,5.590856405697200
Bhutan,64,2011,5.590856405697200
Bhutan,64,2012,5.590856405697200
Bhutan,64,2013,5.590856405697200
Bhutan,64,2014,9.006728992677380
Bhutan,64,2015,12.42260157965760
Bhutan,64,2016,15.83847416663680
Bhutan,64,2017,19.25434675361700
Bhutan,64,2018,22.6702193405963
Bhutan,64,2019,26.08609192757650
Bhutan,64,2020,29.50196451455670
Bhutan,64,2021,32.91783710153600
Bhutan,64,2022,36.33370968851610
Bhutan,64,2023,39.74958227549630
"Bolivia, Plurinational State of",68,2000,73.717637718873
"Bolivia, Plurinational State of",68,2001,72.3018568341199
"Bolivia, Plurinational State of",68,2002,70.8860759493673
"Bolivia, Plurinational State of",68,2003,69.47029506461470
"Bolivia, Plurinational State of",68,2004,68.0545141798616
"Bolivia, Plurinational State of",68,2005,66.63873329510900
"Bolivia, Plurinational State of",68,2006,65.22295241035640
"Bolivia, Plurinational State of",68,2007,63.80717152560330
"Bolivia, Plurinational State of",68,2008,62.39139064085070
"Bolivia, Plurinational State of",68,2009,60.97560975609760
"Bolivia, Plurinational State of",68,2010,59.55982887134500
"Bolivia, Plurinational State of",68,2011,58.14404798659230
"Bolivia, Plurinational State of",68,2012,58.14404798659230
"Bolivia, Plurinational State of",68,2013,58.14404798659230
"Bolivia, Plurinational State of",68,2014,58.14404798659230
"Bolivia, Plurinational State of",68,2015,58.14404798659230
Brazil,76,2009,3.945149412311340
Brazil,76,2010,3.945149412311340
Brazil,76,2011,3.945149412311340
Brazil,76,2012,3.945149412311340
Brazil,76,2013,3.945149412311340
Brazil,76,2014,3.945149412311340
Brazil,76,2015,3.945149412311340
Brazil,76,2016,3.945149412311340
Brazil,76,2017,3.945149412311340
Brazil,76,2018,3.945149412311340
Brazil,76,2019,3.945149412311340
Brazil,76,2020,3.945149412311340
Brazil,76,2021,3.945149412311340
Brazil,76,2022,3.945149412311340
Brazil,76,2023,3.945149412311340
"Virgin Islands, British",92,2000,0.0
"Virgin Islands, British",92,2001,0.0
"Virgin Islands, British",92,2002,0.0
"Virgin Islands, British",92,2003,0.0
"Virgin Islands, British",92,2004,0.0
"Virgin Islands, British",92,2005,0.0
"Virgin Islands, British",92,2006,0.0
"Virgin Islands, British",92,2007,0.0
"Virgin Islands, British",92,2008,0.0
"Virgin Islands, British",92,2009,0.0
"Virgin Islands, British",92,2010,0.0
"Virgin Islands, British",92,2011,0.0
"Virgin Islands, British",92,2012,0.0
"Virgin Islands, British",92,2013,0.0
"Virgin Islands, British",92,2014,0.0
"Virgin Islands, British",92,2015,0.0
"Virgin Islands, British",92,2016,0.0
"Virgin Islands, British",92,2017,0.0
"Virgin Islands, British",92,2018,0.0
"Virgin Islands, British",92,2019,0.0
"Virgin Islands, British",92,2020,0.0
"Virgin Islands, British",92,2021,0.0
"Virgin Islands, British",92,2022,0.0
"Virgin Islands, British",92,2023,0.0
Brunei,96,2000,0.0
Brunei,96,2001,0.0
Brunei,96,2002,0.0
Brunei,96,2003,0.0
Brunei,96,2004,0.0
Brunei,96,2005,0.0
Brunei,96,2006,0.0
Brunei,96,2007,0.0
Brunei,96,2008,0.0
Brunei,96,2009,0.0
Brunei,96,2010,0.0
Brunei,96,2011,0.0
Brunei,96,2012,0.0
Brunei,96,2013,0.0
Brunei,96,2014,0.0
Brunei,96,2015,0.0
Brunei,96,2016,0.0
Brunei,96,2017,0.0
Brunei,96,2018,0.0
Brunei,96,2019,0.0
Brunei,96,2020,0.0
Brunei,96,2021,0.0
Brunei,96,2022,0.0
Brunei,96,2023,0.0
Burundi,108,2014,66.64839126093850
Burundi,108,2015,66.64839126093850
Burundi,108,2016,66.64839126093850
Burundi,108,2017,66.64839126093850
Burundi,108,2018,66.64839126093850
Burundi,108,2019,66.64839126093850
Burundi,108,2020,66.64839126093850
Burundi,108,2021,66.64839126093850
Burundi,108,2022,66.64839126093850
Cambodia,116,2010,66.70704644537180
Cambodia,116,2011,66.70704644537180
Cambodia,116,2012,66.70704644537180
Cambodia,116,2013,66.70704644537180
Cambodia,116,2014,66.70704644537180
Cambodia,116,2015,60.69631220031620
Cambodia,116,2016,54.68557795526070
Cambodia,116,2017,48.6748437102051
Cambodia,116,2018,42.66410946514950
Cambodia,116,2019,36.65337522009400
Cambodia,116,2020,30.64264097503840
Cambodia,116,2021,24.6319067299828
Cambodia,116,2022,18.62117248492720
Cambodia,116,2023,12.61043823987170
Cayman Islands,136,2000,0.0
Cayman Islands,136,2001,0.0
Cayman Islands,136,2002,0.0
Cayman Islands,136,2003,0.0
Cayman Islands,136,2004,0.0
Cayman Islands,136,2005,0.0
Cayman Islands,136,2006,0.0
Cayman Islands,136,2007,0.0
Cayman Islands,136,2008,0.0
Cayman Islands,136,2009,0.0
Cayman Islands,136,2010,0.0
Cayman Islands,136,2011,0.0
Cayman Islands,136,2012,0.0
Cayman Islands,136,2013,0.0
Cayman Islands,136,2014,0.0
Cayman Islands,136,2015,0.0
Cayman Islands,136,2016,0.0
Cayman Islands,136,2017,0.0
Cayman Islands,136,2018,0.0
Cayman Islands,136,2019,0.0
Cayman Islands,136,2020,0.0
Cayman Islands,136,2021,0.0
Cayman Islands,136,2022,0.0
Cayman Islands,136,2023,0.0
Chad,148,2015,42.74208353789950
Chad,148,2016,42.74208353789950
Chad,148,2017,42.74208353789950
Chad,148,2018,42.74208353789950
Chad,148,2019,42.74208353789950
Chad,148,2020,42.74208353789950
Chad,148,2021,42.74208353789950
Chad,148,2022,42.74208353789950
Chad,148,2023,42.74208353789950
China,156,2012,2.267808905083370
China,156,2013,2.267808905083370
China,156,2014,2.267808905083370
China,156,2015,2.267808905083370
China,156,2016,2.267808905083370
China,156,2017,2.008551727352370
China,156,2018,1.749294549621370
China,156,2019,1.490037371890370
China,156,2020,1.230780194159370
China,156,2021,0.971523016428364
China,156,2022,0.712265838697363
China,156,2023,0.4530086609663610
Hong Kong,344,2000,0.0
Hong Kong,344,2001,0.0
Hong Kong,344,2002,0.0
Hong Kong,344,2003,0.0
Hong Kong,344,2004,0.0
Hong Kong,344,2005,0.0
Hong Kong,344,2006,0.0
Hong Kong,344,2007,0.0
Hong Kong,344,2008,0.0
Hong Kong,344,2009,0.0
Hong Kong,344,2010,0.0
Hong Kong,344,2011,0.0
Hong Kong,344,2012,0.0
Hong Kong,344,2013,0.0
Hong Kong,344,2014,0.0
Hong Kong,344,2015,0.0
Hong Kong,344,2016,0.0
Hong Kong,344,2017,0.0
Hong Kong,344,2018,0.0
Hong Kong,344,2019,0.0
Hong Kong,344,2020,0.0
Hong Kong,344,2021,0.0
Hong Kong,344,2022,0.0
Hong Kong,344,2023,0.0
Macao,446,2000,0.0
Macao,446,2001,0.0
Macao,446,2002,0.0
Macao,446,2003,0.0
Macao,446,2004,0.0
Macao,446,2005,0.0
Macao,446,2006,0.0
Macao,446,2007,0.0
Macao,446,2008,0.0
Macao,446,2009,0.0
Macao,446,2010,0.0
Macao,446,2011,0.0
Macao,446,2012,0.0
Macao,446,2013,0.0
Macao,446,2014,0.0
Macao,446,2015,0.0
Macao,446,2016,0.0
Macao,446,2017,0.0
Macao,446,2018,0.0
Macao,446,2019,0.0
Macao,446,2020,0.0
Macao,446,2021,0.0
Macao,446,2022,0.0
Macao,446,2023,0.0
Colombia,170,2008,45.9
Colombia,170,2009,45.9
Colombia,170,2010,45.9
Colombia,170,2011,45.9
Colombia,170,2012,45.9
Colombia,170,2013,45.9
Colombia,170,2014,45.9
Colombia,170,2015,45.9
Colombia,170,2016,45.9
Cook Islands,184,2000,0.0
Cook Islands,184,2001,0.0
Cook Islands,184,2002,0.0
Cook Islands,184,2003,0.0
Cook Islands,184,2004,0.0
Cook Islands,184,2005,0.0
Cook Islands,184,2006,0.0
Cook Islands,184,2007,0.0
Cook Islands,184,2008,0.0
Cook Islands,184,2009,0.0
Cook Islands,184,2010,0.0
Cook Islands,184,2011,0.0
Cook Islands,184,2012,0.0
Cook Islands,184,2013,0.0
Cook Islands,184,2014,0.0
Cook Islands,184,2015,0.0
Cook Islands,184,2016,0.0
Cook Islands,184,2017,0.0
Cook Islands,184,2018,0.0
Cook Islands,184,2019,0.0
Cook Islands,184,2020,0.0
Cook Islands,184,2021,0.0
Cook Islands,184,2022,0.0
Cook Islands,184,2023,0.0
Costa Rica,188,2000,48.54258955483780
Costa Rica,188,2001,48.54258955483780
Costa Rica,188,2002,47.04213256419330
Costa Rica,188,2003,45.54167557354910
Costa Rica,188,2004,44.04121858290460
Costa Rica,188,2005,42.54076159226000
Costa Rica,188,2006,41.04030460161540
Costa Rica,188,2007,39.53984761097080
Costa Rica,188,2008,38.03939062032620
Costa Rica,188,2009,36.53893362968170
Costa Rica,188,2010,35.03847663903710
Costa Rica,188,2011,33.53801964839300
Costa Rica,188,2012,32.03756265774840
Costa Rica,188,2013,30.53710566710380
Costa Rica,188,2014,29.03664867645920
Costa Rica,188,2015,27.53619168581460
Costa Rica,188,2016,26.03573469517010
Costa Rica,188,2017,24.53527770452550
Costa Rica,188,2018,23.03482071388090
Costa Rica,188,2019,21.53436372323680
Costa Rica,188,2020,20.03390673259220
Costa Rica,188,2021,18.53344974194760
Costa Rica,188,2022,17.03299275130300
Costa Rica,188,2023,17.03299275130300
Croatia,191,2010,1.260000000000010
Croatia,191,2011,1.260000000000010
Croatia,191,2012,1.260000000000010
Croatia,191,2013,1.260000000000010
Croatia,191,2014,1.260000000000010
Croatia,191,2015,1.260000000000010
Croatia,191,2016,1.260000000000010
Croatia,191,2017,1.260000000000010
Croatia,191,2018,1.260000000000010
Cuba,192,2000,0.0
Cuba,192,2001,0.0
Cuba,192,2002,0.0
Cuba,192,2003,0.0
Cuba,192,2004,0.0
Cuba,192,2005,0.0
Cuba,192,2006,0.0
Cuba,192,2007,0.0
Cuba,192,2008,0.0
Cuba,192,2009,0.0
Cuba,192,2010,0.0
Cuba,192,2011,0.0
Cuba,192,2012,0.0
Cuba,192,2013,0.0
Cuba,192,2014,0.0
Cuba,192,2015,0.0
Cuba,192,2016,0.0
Cuba,192,2017,0.0
Cuba,192,2018,0.0
Cuba,192,2019,0.0
Cuba,192,2020,0.0
Cuba,192,2021,0.0
Cuba,192,2022,0.0
Cuba,192,2023,0.0
Czech Republic,203,2000,0.0
Czech Republic,203,2001,0.0
Czech Republic,203,2002,0.0
Czech Republic,203,2003,0.0
Czech Republic,203,2004,0.0
Czech Republic,203,2005,0.0
Czech Republic,203,2006,0.0
Czech Republic,203,2007,0.0
Czech Republic,203,2008,0.0
Czech Republic,203,2009,0.0
Czech Republic,203,2010,0.0
Czech Republic,203,2011,0.0
Czech Republic,203,2012,0.0
Czech Republic,203,2013,0.0
Czech Republic,203,2014,0.0
Czech Republic,203,2015,0.0
Czech Republic,203,2016,0.0
Czech Republic,203,2017,0.0
Czech Republic,203,2018,0.0
Czech Republic,203,2019,0.0
Czech Republic,203,2020,0.0
Czech Republic,203,2021,0.0
Czech Republic,203,2022,0.0
Czech Republic,203,2023,0.0
Ivory Coast,384,2000,100.0
Ivory Coast,384,2001,100.0
Ivory Coast,384,2002,100.0
Ivory Coast,384,2003,100.0
Ivory Coast,384,2004,100.0
Ivory Coast,384,2005,100.0
Ivory Coast,384,2006,100.0
Ivory Coast,384,2007,100.0
Ivory Coast,384,2008,100.0
Ivory Coast,384,2009,100.0
Ivory Coast,384,2010,100.0
Ivory Coast,384,2011,100.0
Ivory Coast,384,2012,100.0
Ivory Coast,384,2013,95.39587513239170
Ivory Coast,384,2014,89.05420410033550
Ivory Coast,384,2015,82.7125330682793
Ivory Coast,384,2016,76.37086203622310
Ivory Coast,384,2017,70.02919100416880
Ivory Coast,384,2018,63.68751997211260
Ivory Coast,384,2019,57.42715715800110
Ivory Coast,384,2020,53.88730284385290
Ivory Coast,384,2021,50.34744852970560
Ivory Coast,384,2022,46.80759421555830
Ivory Coast,384,2023,43.2677399014101
Denmark,208,2000,0.0
Denmark,208,2001,0.0
Denmark,208,2002,0.0
Denmark,208,2003,0.0
Denmark,208,2004,0.0
Denmark,208,2005,0.0
Denmark,208,2006,0.0
Denmark,208,2007,0.0
Denmark,208,2008,0.0
Denmark,208,2009,0.0
Denmark,208,2010,0.0
Denmark,208,2011,0.0
Denmark,208,2012,0.0
Denmark,208,2013,0.0
Denmark,208,2014,0.0
Denmark,208,2015,0.0
Denmark,208,2016,0.0
Denmark,208,2017,0.0
Denmark,208,2018,0.0
Denmark,208,2019,0.0
Denmark,208,2020,0.0
Denmark,208,2021,0.0
Denmark,208,2022,0.0
Denmark,208,2023,0.0
Dominica,212,2000,0.0
Dominica,212,2001,0.0
Dominica,212,2002,0.0
Dominica,212,2003,0.0
Dominica,212,2004,0.0
Dominica,212,2005,0.0
Dominica,212,2006,0.0
Dominica,212,2007,0.0
Dominica,212,2008,0.0
Dominica,212,2009,0.0
Dominica,212,2010,0.0
Dominica,212,2011,0.0
Dominica,212,2012,0.0
Dominica,212,2013,0.0
Dominica,212,2014,0.0
Dominica,212,2015,0.0
Dominica,212,2016,0.0
Dominica,212,2017,0.0
Dominica,212,2018,0.0
Dominica,212,2019,0.0
Dominica,212,2020,0.0
Dominica,212,2021,0.0
Dominica,212,2022,0.0
Dominica,212,2023,0.0
Ecuador,218,2010,24.29600600000000
Ecuador,218,2011,24.29600600000000
Ecuador,218,2012,24.29600600000000
Ecuador,218,2013,24.29600600000000
Ecuador,218,2014,24.29600600000000
Ecuador,218,2015,24.13382200000000
Ecuador,218,2016,23.97163800000000
Ecuador,218,2017,23.80945400000000
Ecuador,218,2018,23.64727000000000
Ecuador,218,2019,23.48508600000000
Ecuador,218,2020,23.32290199999990
Ecuador,218,2021,23.16071800000000
Ecuador,218,2022,22.99853400000000
Ecuador,218,2023,22.99853400000000
Egypt,818,2000,0.0
Egypt,818,2001,0.0
Egypt,818,2002,0.0
Egypt,818,2003,0.0
Egypt,818,2004,0.0
Egypt,818,2005,0.0
Egypt,818,2006,0.0
Egypt,818,2007,0.0
Egypt,818,2008,0.0
Egypt,818,2009,0.0
Egypt,818,2010,0.0
Egypt,818,2011,0.0
Egypt,818,2012,0.0
Egypt,818,2013,0.0
Egypt,818,2014,0.0
Egypt,818,2015,0.0
Egypt,818,2016,0.0
Egypt,818,2017,0.0
Egypt,818,2018,0.0
Egypt,818,2019,0.0
Egypt,818,2020,0.0
Egypt,818,2021,0.0
Egypt,818,2022,0.0
Egypt,818,2023,0.0
Estonia,233,2000,0.0
Estonia,233,2001,0.0
Estonia,233,2002,0.0
Estonia,233,2003,0.0
Estonia,233,2004,0.0
Estonia,233,2005,0.0
Estonia,233,2006,0.0
Estonia,233,2007,0.0
Estonia,233,2008,0.0
Estonia,233,2009,0.0
Estonia,233,2010,0.0
Estonia,233,2011,0.0
Estonia,233,2012,0.0
Estonia,233,2013,0.0
Estonia,233,2014,0.0
Estonia,233,2015,0.0
Estonia,233,2016,0.0
Estonia,233,2017,0.0
Estonia,233,2018,0.0
Estonia,233,2019,0.0
Estonia,233,2020,0.0
Estonia,233,2021,0.0
Estonia,233,2022,0.0
Estonia,233,2023,0.0
Ethiopia,231,2011,83.72270192305040
Ethiopia,231,2012,83.72270192305040
Ethiopia,231,2013,83.72270192305040
Ethiopia,231,2014,83.72270192305040
Ethiopia,231,2015,83.72270192305040
Ethiopia,231,2016,81.79918073899720
Ethiopia,231,2017,79.87565955494390
Ethiopia,231,2018,77.95213837089020
Ethiopia,231,2019,76.02861718683700
Ethiopia,231,2020,74.10509600278370
Ethiopia,231,2021,72.1815748187305
Ethiopia,231,2022,70.2580536346768
Ethiopia,231,2023,68.33453245062360
Fiji,242,2011,56.89173714257770
Fiji,242,2012,56.89173714257770
Fiji,242,2013,56.89173714257770
Fiji,242,2014,56.89173714257770
Fiji,242,2015,56.89173714257770
Fiji,242,2016,56.89173714257770
Fiji,242,2017,56.89173714257770
Fiji,242,2018,56.89173714257770
Fiji,242,2019,56.89173714257770
Fiji,242,2020,56.89173714257770
Fiji,242,2021,56.89173714257770
Fiji,242,2022,56.89173714257770
Fiji,242,2023,56.89173714257770
Finland,246,2000,0.0
Finland,246,2001,0.0
Finland,246,2002,0.0
Finland,246,2003,0.0
Finland,246,2004,0.0
Finland,246,2005,0.0
Finland,246,2006,0.0
Finland,246,2007,0.0
Finland,246,2008,0.0
Finland,246,2009,0.0
Finland,246,2010,0.0
Finland,246,2011,0.0
Finland,246,2012,0.0
Finland,246,2013,0.0
Finland,246,2014,0.0
Finland,246,2015,0.0
Finland,246,2016,0.0
Finland,246,2017,0.0
Finland,246,2018,0.0
Finland,246,2019,0.0
Finland,246,2020,0.0
Finland,246,2021,0.0
Finland,246,2022,0.0
Finland,246,2023,0.0
France,250,2000,0.0
France,250,2001,0.0
France,250,2002,0.0
France,250,2003,0.0
France,250,2004,0.0
France,250,2005,0.0
France,250,2006,0.0
France,250,2007,0.0
France,250,2008,0.0
France,250,2009,0.0
France,250,2010,0.0
France,250,2011,0.0
France,250,2012,0.0
France,250,2013,0.0
France,250,2014,0.0
France,250,2015,0.0
France,250,2016,0.0
France,250,2017,0.0
France,250,2018,0.0
France,250,2019,0.0
France,250,2020,0.0
France,250,2021,0.0
France,250,2022,0.0
France,250,2023,0.0
Gabon,266,2017,11.93416000000000
Gabon,266,2018,11.93416000000000
Gabon,266,2019,11.93416000000000
Gabon,266,2020,11.93416000000000
Gabon,266,2021,11.93416000000000
Gabon,266,2022,11.93416000000000
Gabon,266,2023,11.93416000000000
Gambia,270,2016,62.46217446009380
Gambia,270,2017,62.46217446009380
Gambia,270,2018,62.46217446009380
Gambia,270,2019,62.46217446009380
Gambia,270,2020,62.46217446009380
Gambia,270,2021,62.46217446009380
Gambia,270,2022,62.46217446009380
Gambia,270,2023,62.46217446009380
Georgia,268,2009,27.02000000000000
Georgia,268,2010,27.02000000000000
Georgia,268,2011,27.02000000000000
Georgia,268,2012,27.02000000000000
Georgia,268,2013,27.02000000000000
Georgia,268,2014,27.02000000000000
Georgia,268,2015,27.02000000000000
Georgia,268,2016,27.02000000000000
Georgia,268,2017,27.02000000000000
Germany,276,2000,0.0
Germany,276,2001,0.0
Germany,276,2002,0.0
Germany,276,2003,0.0
Germany,276,2004,0.0
Germany,276,2005,0.0
Germany,276,2006,0.0
Germany,276,2007,0.0
Germany,276,2008,0.0
Germany,276,2009,0.0
Germany,276,2010,0.0
Germany,276,2011,0.0
Germany,276,2012,0.0
Germany,276,2013,0.0
Germany,276,2014,0.0
Germany,276,2015,0.0
Germany,276,2016,0.0
Germany,276,2017,0.0
Germany,276,2018,0.0
Germany,276,2019,0.0
Germany,276,2020,0.0
Germany,276,2021,0.0
Germany,276,2022,0.0
Germany,276,2023,0.0
Ghana,288,2015,38.295939200596
